Center Lat	Center Lon	Radii (m)
30.198153	-81.823023	3218
30.409613	-86.659884	3218
25.747687	-80.331589	3218
28.456058	-81.401867	3218
26.66493	-80.202773	3218
25.769862	-80.32449	3218
26.67598	-80.202396	3218
26.20129	-81.80034	3218
28.45517	-81.477484	3218
27.791901	-82.336421	3218
25.960135	-80.145085	3218
30.293438	-81.605063	3218
29.193724	-81.065094	3218
31.260228	-84.854389	3218
27.9606	-82.74905	3218
26.297886	-80.253068	3218
30.673545	-88.225478	3218
31.227706	-84.199696	3218
27.925885	-82.787755	3218
26.61552	-81.79779	8046
28.017264	-82.618717	8046
25.686094	-80.3958	8046
26.219565	-81.771346	8046
28.55345	-81.328727	8046
30.84122	-83.319331	8046
28.55345	-81.328727	8046
27.296539	-82.53062	8046
26.66191	-80.202885	8046
26.368595	-80.137119	8046
30.318148	-81.555942	8046
28.130731	-82.368647	8046
26.144649	-80.322747	3218
26.145891	-80.316399	3218
26.00783	-80.29737	3218
26.534113	-80.090514	3218
28.09074	-81.97383	8046
26.240437	-80.254846	8046
28.017437	-82.737532	8046
27.296539	-82.53062	8046
30.388934	-86.425162	8046
30.67642	-88.120374	8046
28.09565	-81.97363	8046
30.18582	-81.55179	8046
26.408187	-81.809924	8046
27.941813	-82.325412	8046
26.36785	-80.11612	8046
28.455279	-82.630931	8046
26.144649	-80.322747	8046
27.790874	-82.726666	3218
26.274469	-80.147791	3218
25.81218	-80.260807	3218
28.465295	-81.275271	3218
26.09262	-80.251156	3218
30.294136	-81.774109	3218
26.112495	-80.2309	3218
29.869169	-81.32323	3218
25.673768	-80.323949	3218
28.75308	-81.358643	3218
30.165927	-81.74769	3218
27.44725	-82.526423	3218
27.839247	-82.734381	3218
28.30456	-81.432466	3218
26.500627	-80.060479	3218
29.641784	-81.675973	3218
29.013289	-82.569312	3218
30.294136	-81.774109	3218
28.264503	-82.188022	3218
28.03362	-80.62177	3218
30.14318	-85.591079	3218
28.101433	-81.97382	3218
31.313467	-86.49925	3218
26.286135	-80.20206	3218
27.9463	-82.52726	3218
26.047923	-80.251608	3218
29.704284	-82.344698	3218
27.84284	-82.794784	3218
28.98201	-81.29934	3218
30.173964	-81.628162	3218
28.53372	-82.510843	3218
26.669826	-81.936526	3218
28.001657	-81.974813	3218
25.777209	-80.190352	3218
28.357088	-80.687892	8046
27.988105	-82.729866	8046
28.48929	-81.43055	8046
27.236597	-80.26883	8046
29.193724	-81.065094	8046
28.556664	-81.206943	8046
27.338797	-82.452557	8046
28.455279	-82.630931	8046
25.58994	-80.35872	8046
26.092867	-80.251165	8046
30.318461	-81.555436	8046
26.14589	-80.31194	8046
27.231293	-82.495557	8046
25.787598	-80.141059	8046
27.335686	-82.449417	8046
26.144649	-80.322747	8046
28.624224	-81.761252	8046
28.66392	-81.376967	8046
27.966358	-82.729531	8046
28.55345	-81.328727	8046
28.069138	-82.57392	8046
28.06603	-82.57762	8046
27.338797	-82.452557	8046
28.66197	-81.405926	8046
25.774441	-80.140183	8046
25.692727	-80.303795	3218
28.07894	-80.66507	3218
26.120739	-80.25263	8046
28.66392	-81.37695	8046
28.45017	-81.40179	8046
29.164003	-82.16887	8046
30.436355	-84.259686	8046
25.686094	-80.3958	8046
27.464071	-82.575419	8046
29.161732	-82.173388	8046
26.23941	-80.25474	8046
26.66493	-80.202773	8046
28.07877	-80.667627	3218
27.294914	-82.45159	3218
29.555465	-81.22496	3218
28.52079	-81.31026	3218
30.141044	-83.60753	3218
27.4266	-80.325903	3218
28.304569	-81.425928	3218
30.14318	-85.591079	3218
27.531591	-82.501896	3218
27.01192	-82.14382	3218
27.960616	-82.723241	3218
27.337788	-82.462655	3218
30.219383	-85.86793	3218
28.062765	-82.706296	3218
27.712404	-82.374721	3218
30.487497	-84.317334	3218
27.9606	-82.74905	3218
29.704284	-82.344698	3218
31.196224	-82.322412	3218
30.711324	-86.12284	3218
26.725	-80.07908	3218
28.677373	-81.336168	3218
25.735768	-80.245835	3218
27.92594	-82.787604	3218
26.687789	-81.901415	3218
28.454802	-81.364665	3218
30.431146	-84.225624	3218
25.99273	-80.24771	3218
29.64029	-81.676405	3218
25.926684	-80.179741	3218
29.071959	-82.071725	3218
28.068978	-82.573046	3218
29.007689	-80.918825	3218
31.219601	-81.49113	3218
30.186947	-81.733916	3218
26.34998	-81.80751	3218
25.984738	-80.175379	3218
30.457514	-88.89943	8046
28.37798	-81.4044	8046
26.485986	-81.791663	8046
27.461057	-82.604163	8046
26.04127	-80.16579	8046
30.186807	-81.733815	8046
27.94288	-82.505691	8046
26.120739	-80.25263	8046
25.78275	-80.379889	8046
26.535055	-80.090717	8046
26.007838	-80.300399	8046
28.06373	-82.576508	8046
28.556664	-81.206943	8046
29.19071	-81.07309	8046
26.665396	-80.202756	8046
28.52048	-81.586945	8046
28.069138	-82.57392	8046
28.37798	-81.4044	8046
26.402376	-80.220977	8046
28.07896	-80.649751	8046
26.66314	-80.20284	8046
26.261229	-80.099337	8046
28.232624	-81.640744	8046
26.535055	-80.090717	8046
25.78275	-80.379889	8046
27.94074	-82.324075	8046
30.47873	-87.207855	8046
26.23941	-80.25474	8046
25.853259	-80.179965	8046
29.620609	-82.380084	8046
25.787598	-80.141059	8046
25.656275	-80.413915	3218
28.801768	-81.341617	8046
30.666312	-87.849397	8046
25.78982	-80.371515	8046
28.29383	-82.709408	8046
30.673407	-88.122289	8046
27.244288	-80.271929	8046
28.29383	-82.709408	8046
27.463711	-82.575425	8046
28.800289	-81.33105	8046
26.170711	-81.799473	8046
27.958177	-82.504118	8046
27.261278	-82.513172	8046
27.790395	-82.730466	8046
28.466134	-81.275846	3218
30.450963	-81.704523	3218
25.86652	-80.3147	3218
26.331198	-81.755712	3218
30.529579	-83.87141	3218
27.96047	-82.734215	3218
26.682385	-82.0434	3218
30.428724	-87.270558	3218
26.722547	-80.086183	3218
25.73318	-80.32137	3218
30.676122	-88.120851	3218
30.375621	-86.285291	3218
28.65962	-81.41926	3218
28.025893	-82.559511	3218
26.706575	-80.09089	3218
25.656275	-80.413915	3218
27.712454	-82.376349	3218
26.26051	-80.13762	3218
30.25829	-81.387744	3218
27.945692	-82.339741	3218
26.04901	-80.251827	3218
30.17872	-82.666121	3218
28.934375	-81.936289	3218
26.350845	-80.11284	3218
30.390166	-86.486155	3218
25.86665	-80.315593	3218
31.005074	-87.492201	3218
28.83235	-81.81844	3218
28.025581	-82.527401	3218
25.927048	-80.180215	3218
27.31603	-80.38901	3218
26.137171	-80.134289	3218
26.651568	-80.113302	3218
27.83698	-82.682253	3218
25.57604	-80.37288	3218
26.439528	-80.085132	3218
26.1937	-80.25378	3218
28.180085	-82.465308	3218
28.025893	-82.559511	3218
25.785119	-80.335882	3218
27.8365	-82.681772	8046
28.07896	-80.649751	8046
30.18785	-81.5518	8046
26.588168	-81.871778	8046
28.08701	-82.504284	8046
26.66314	-80.20284	8046
26.17011	-81.799439	8046
26.532956	-80.090496	8046
27.463711	-82.575425	8046
28.29383	-82.709408	8046
27.958177	-82.504118	8046
27.461057	-82.604163	8046
27.639134	-80.454762	8046
30.18785	-81.5518	8046
28.09097	-81.97387	8046
26.145108	-80.32468	8046
27.63913	-80.454381	8046
26.588168	-81.871778	8046
27.335686	-82.449417	8046
26.120739	-80.25263	8046
31.26901	-85.446273	8046
28.537923	-81.150506	3218
26.144649	-80.322747	8046
26.408187	-81.809924	8046
25.774441	-80.140183	8046
28.55345	-81.328727	8046
30.84122	-83.319331	8046
25.753889	-80.246584	8046
28.063583	-82.575122	8046
26.00783	-80.29737	3218
30.446601	-88.933915	3218
25.645287	-80.333348	3218
25.732178	-80.379759	3218
30.434689	-87.27656	3218
27.16831	-80.22865	3218
26.09676	-80.25119	3218
25.86652	-80.31205	3218
26.008135	-80.285765	3218
31.243303	-85.4296	3218
26.544269	-81.87135	3218
30.673416	-88.118994	3218
26.1937	-80.25378	3218
27.279472	-80.435583	3218
28.34178	-82.18737	3218
31.047862	-85.89615	3218
26.28453	-80.20183	3218
28.597444	-81.301127	3218
30.845161	-83.317932	3218
25.996189	-80.176312	3218
26.138092	-81.76646	3218
28.488331	-81.435507	3218
31.212518	-81.491702	3218
30.422288	-86.612425	3218
29.168814	-82.165474	3218
28.551099	-81.577008	3218
26.043068	-80.161298	3218
27.009625	-82.133186	3218
31.323823	-85.831657	3218
29.641784	-81.675973	3218
29.944178	-82.112863	3218
30.656057	-81.453526	3218
29.198854	-82.084988	3218
30.628725	-81.558147	3218
29.174209	-82.158503	3218
28.367873	-81.407571	3218
27.89456	-82.784061	3218
28.07894	-80.66507	3218
26.544269	-81.87135	3218
28.470889	-82.475132	3218
27.63891	-80.446821	3218
28.55209	-81.484302	3218
28.52048	-81.586945	8046
27.957948	-82.50547	8046
25.853221	-80.179997	8046
30.476912	-81.6427	8046
26.36785	-80.11612	8046
28.922247	-81.924481	8046
26.269616	-80.206163	8046
28.801768	-81.341617	8046
28.09074	-81.97383	8046
30.254878	-81.533345	8046
27.463711	-82.575425	8046
26.261229	-80.099337	8046
30.19954	-81.739338	8046
26.36785	-80.11612	8046
26.602731	-81.871694	8046
26.219317	-81.772856	8046
27.298538	-82.530513	8046
25.753889	-80.246584	8046
25.58994	-80.35872	8046
28.230685	-81.639315	8046
25.858069	-80.322262	8046
27.966358	-82.729531	8046
28.096096	-81.973626	8046
30.673425	-88.120443	8046
30.67642	-88.12065	8046
30.47873	-87.207855	8046
28.92556	-82.579647	8046
28.553212	-81.346777	8046
28.09097	-81.97387	8046
30.18785	-81.5518	8046
28.08057	-80.65365	8046
26.100508	-80.127637	8046
26.15704	-80.117457	8046
27.966358	-82.729531	8046
28.29383	-82.709408	8046
25.786689	-80.368626	8046
28.443587	-81.402694	8046
25.692639	-80.303905	8046
30.318148	-81.555942	8046
27.956046	-82.312629	8046
28.557031	-81.204725	8046
27.922989	-82.331083	3218
26.165807	-80.16634	3218
30.481673	-87.209812	3218
25.873852	-80.171161	3218
28.07881	-80.696603	3218
26.585771	-81.87195	3218
28.915041	-81.293882	3218
28.554208	-81.344682	3218
26.511555	-81.94373	3218
26.7983	-80.08497	3218
30.673545	-88.225478	3218
27.998418	-80.621678	3218
26.592475	-80.147398	3218
26.211658	-81.772894	3218
30.198153	-81.823023	3218
28.04573	-82.738551	3218
25.925555	-80.174285	3218
28.396885	-80.765388	3218
26.261852	-80.099422	3218
25.873852	-80.171161	3218
31.254674	-85.388689	3218
30.602752	-87.071289	3218
29.18121	-82.206225	3218
30.286668	-81.539124	3218
28.421439	-81.404701	3218
27.24315	-80.831171	3218
27.979866	-81.957451	3218
29.65955	-82.409033	3218
30.744577	-86.147864	3218
28.02575	-82.549688	3218
28.344051	-81.612466	3218
30.532175	-87.22472	3218
26.27073	-81.737684	3218
30.487497	-84.317334	3218
26.66314	-80.20284	8046
26.17011	-81.799439	8046
26.532956	-80.090496	8046
30.189541	-85.64316	8046
30.47873	-87.207855	8046
30.436355	-84.259686	8046
28.064871	-82.582318	8046
26.240437	-80.254846	8046
26.00764	-80.301162	8046
26.219317	-81.772856	8046
27.639134	-80.454762	8046
28.66197	-81.40587	8046
27.94074	-82.324075	8046
25.78276	-80.379869	8046
27.298538	-82.530513	8046
27.464071	-82.575419	8046
25.853259	-80.179965	8046
28.230685	-81.639315	8046
30.673425	-88.120443	8046
28.922247	-81.924481	8046
28.07896	-80.649751	8046
27.462345	-82.571311	8046
26.616311	-81.795485	8046
28.455279	-82.630931	8046
27.790568	-82.728601	8046
26.534113	-80.090514	3218
28.551099	-81.577008	3218
25.685213	-80.422726	3218
25.787598	-80.141059	8046
28.064871	-82.582318	8046
25.970971	-80.143522	8046
25.861724	-80.374867	8046
26.66314	-80.20284	8046
26.17011	-81.799439	8046
26.532956	-80.090496	8046
27.013385	-82.144988	8046
27.462345	-82.571311	8046
26.80816	-80.08128	3218
27.49616	-82.635454	3218
30.23405	-81.69774	3218
26.439528	-80.085132	3218
30.606102	-87.898222	3218
25.971997	-80.143039	3218
25.99365	-80.24775	3218
27.772929	-82.67934	3218
25.984738	-80.175379	3218
31.444029	-85.652061	3218
27.95414	-82.456021	3218
26.28862	-80.20188	3218
30.676122	-88.120851	3218
30.25252	-81.53593	3218
30.37146	-87.68307	3218
28.497937	-81.428528	3218
28.30457	-81.430315	3218
30.603372	-87.123154	3218
27.996177	-82.581438	3218
27.964971	-82.505415	3218
26.166586	-80.13748	3218
30.32451	-81.400884	3218
27.531625	-82.501771	3218
27.32125	-80.44279	3218
28.18582	-82.4365	3218
29.161732	-82.173388	3218
30.283558	-81.525525	3218
31.22556	-85.401668	3218
25.673768	-80.323949	3218
26.760776	-80.097359	3218
25.906435	-80.158444	3218
28.552577	-80.839545	3218
28.665258	-81.417782	3218
30.389281	-86.481956	3218
27.812391	-82.75397	3218
26.52641	-80.16401	3218
29.183104	-81.07868	3218
30.51099	-84.249226	3218
28.553212	-81.346777	8046
28.09097	-81.97387	8046
30.18785	-81.5518	8046
28.08057	-80.65365	8046
26.100508	-80.127637	8046
26.15704	-80.117457	8046
27.966358	-82.729531	8046
25.858069	-80.322262	8046
27.464071	-82.575419	8046
28.800726	-81.331014	8046
27.791076	-82.73007	8046
25.692639	-80.303905	8046
30.254843	-81.533237	8046
26.145893	-80.312682	8046
28.063775	-82.576533	8046
25.866656	-80.317006	8046
26.221203	-81.773783	8046
28.08057	-80.65365	8046
27.236597	-80.26883	8046
27.296539	-82.53062	8046
27.013385	-82.144988	8046
29.19071	-81.07309	8046
28.55345	-81.328727	8046
28.241394	-82.353677	8046
28.624224	-81.761252	8046
26.219565	-81.771346	8046
25.971997	-80.143039	3218
26.21155	-81.77163	3218
28.07881	-80.696603	3218
28.55244	-81.205098	3218
28.096096	-81.973626	8046
26.269616	-80.206163	8046
25.753889	-80.246584	8046
26.007839	-80.300399	8046
26.092867	-80.251165	8046
30.318461	-81.555436	8046
26.14589	-80.31194	8046
27.231293	-82.495557	8046
25.787598	-80.141059	8046
25.436261	-80.47477	8046
28.24464	-81.657136	8046
27.94288	-82.505691	8046
30.47362	-87.21198	8046
28.069138	-82.57392	8046
25.866656	-80.317006	8046
25.687203	-80.395423	8046
28.52096	-81.587125	3218
30.25252	-81.53593	3218
30.533513	-87.283555	3218
25.685748	-80.400829	3218
27.945692	-82.339741	3218
28.256805	-81.48597	3218
28.68799	-81.540668	3218
26.166586	-80.13748	3218
30.188769	-85.758638	3218
29.165036	-82.16887	3218
29.054897	-81.302927	3218
30.17509	-85.662021	3218
28.53361	-82.502567	3218
29.678485	-82.33902	3218
28.568418	-81.282577	3218
30.186947	-81.733916	3218
28.344051	-81.612466	3218
28.51653	-81.379672	3218
28.174436	-82.353747	3218
30.51099	-84.249226	3218
28.690295	-81.225849	3218
28.028732	-82.52843	3218
25.910288	-80.157331	3218
25.49961	-80.41526	3218
30.446601	-88.933915	3218
25.627216	-80.385509	3218
29.869874	-81.32307	3218
27.504211	-81.491283	3218
30.88901	-84.56607	3218
30.186947	-81.733916	3218
25.884179	-80.347714	3218
29.197338	-81.055046	3218
26.112495	-80.2309	3218
27.474045	-81.469687	3218
27.979866	-81.957451	3218
26.808075	-80.07859	3218
28.657332	-81.335836	3218
31.243303	-85.4296	3218
26.577415	-81.852392	3218
30.42847	-86.63845	3218
26.706575	-80.09089	3218
28.832147	-82.327785	3218
28.576481	-80.799309	3218
28.60135	-81.3651	3218
30.294767	-81.77685	3218
30.491471	-87.225434	3218
28.09074	-81.97383	3218
28.332	-81.474974	3218
28.51653	-81.379672	3218
26.61907	-80.13732	3218
26.806761	-80.083669	3218
26.534113	-80.090514	3218
29.677295	-82.339025	3218
26.240437	-80.254846	8046
29.163971	-82.16887	8046
26.269616	-80.206163	8046
28.342253	-81.42149	8046
29.193724	-81.065094	8046
27.231293	-82.495557	8046
27.957948	-82.50547	8046
29.19071	-81.07309	8046
26.23941	-80.25474	8046
25.774428	-80.140036	8046
28.551873	-81.516809	8046
27.929032	-82.327047	8046
26.602731	-81.871694	8046
26.162918	-80.115955	8046
25.861724	-80.374867	8046
26.40469	-81.807418	8046
28.017261	-82.618717	8046
26.58727	-81.87178	8046
27.244758	-80.272112	8046
25.440565	-80.47511	8046
29.620991	-82.379427	8046
30.84122	-83.319331	8046
25.436261	-80.47477	8046
30.254843	-81.533237	8046
28.551861	-81.517757	8046
27.8365	-82.681771	8046
28.537923	-81.150506	3218
25.685748	-80.400829	3218
26.145891	-80.316399	3218
28.07877	-80.667433	3218
28.064158	-82.551703	3218
29.620609	-82.380084	8046
28.663931	-81.372526	8046
26.240437	-80.254846	8046
29.163971	-82.16887	8046
26.269616	-80.206163	8046
28.342253	-81.42149	8046
29.193724	-81.065094	8046
26.120739	-80.25263	8046
27.8365	-82.681771	8046
26.261255	-80.099333	8046
28.08007	-80.65483	8046
26.145718	-80.32766	3218
28.546785	-81.726962	3218
27.05271	-82.396335	3218
28.56084	-81.30556	3218
24.566	-81.772324	3218
26.66493	-80.202773	3218
30.31037	-81.75192	3218
28.04573	-82.738551	3218
25.577284	-80.370726	3218
28.546999	-81.739808	3218
28.03266	-82.396031	3218
26.687789	-81.901415	3218
28.553278	-81.342874	3218
26.571189	-80.066211	3218
27.264485	-80.284592	3218
26.75973	-80.105982	3218
29.173277	-81.033266	3218
27.788509	-82.67938	3218
30.254861	-81.390033	3218
26.00783	-80.29737	3218
30.491471	-87.225434	3218
25.657237	-80.38543	3218
24.566	-81.772324	3218
28.819868	-81.776894	3218
30.674664	-88.134913	3218
26.331098	-81.75912	3218
28.52079	-81.31026	3218
28.553278	-81.342874	3218
30.439282	-86.638785	3218
31.225363	-85.400836	3218
28.66392	-81.37695	3218
26.35571	-80.086458	3218
28.595179	-81.286602	3218
26.7983	-80.08497	3218
26.168544	-80.117765	3218
26.759686	-80.105049	3218
31.482705	-87.330412	3218
28.493575	-82.22013	3218
26.092867	-80.251165	8046
30.318461	-81.555436	8046
26.14589	-80.31194	8046
27.231293	-82.495557	8046
25.787598	-80.141059	8046
28.29383	-82.709408	8046
26.839925	-80.092035	8046
28.45017	-81.40179	8046
26.408187	-81.809924	8046
26.23842	-80.247247	8046
25.45638	-80.47524	8046
25.786912	-80.368633	8046
25.68584	-80.397833	8046
26.170711	-81.799473	8046
28.08096	-80.65369	8046
29.620609	-82.380084	8046
28.130731	-82.368647	8046
26.219565	-81.771346	8046
30.457514	-88.89943	8046
26.14715	-80.31263	8046
27.790395	-82.730466	8046
28.017437	-82.737532	8046
28.017264	-82.618717	8046
27.244288	-80.271929	8046
30.18785	-81.5518	8046
28.48929	-81.43055	8046
25.577284	-80.370726	8046
26.00764	-80.301162	8046
26.261255	-80.099333	8046
28.07896	-80.649751	8046
28.035283	-80.6479	3218
26.008135	-80.285765	3218
28.551861	-81.517757	8046
27.335686	-82.449417	8046
25.436261	-80.47477	8046
28.52048	-81.586945	8046
27.957948	-82.50547	8046
25.853221	-80.179997	8046
30.476912	-81.6427	8046
25.733116	-80.320533	8046
28.66197	-81.405926	8046
28.92556	-82.579647	8046
30.841986	-83.318626	8046
30.189463	-81.707117	8046
26.007624	-80.300983	8046
28.07894	-80.66507	3218
26.534113	-80.090514	3218
28.064158	-82.551703	3218
26.546132	-81.875126	3218
26.93241	-82.237986	3218
30.189554	-85.653146	3218
28.819868	-81.776894	3218
29.013289	-82.569312	3218
28.28652	-81.35468	3218
30.67273	-88.079666	3218
30.32981	-81.54702	3218
28.494832	-82.597369	3218
27.893763	-82.5047	3218
25.85525	-80.317577	3218
27.89361	-82.269898	3218
28.304522	-81.443598	3218
28.178055	-82.740535	3218
28.56084	-81.30556	3218
26.106409	-80.201582	3218
30.481673	-87.209812	3218
28.18582	-82.4365	3218
25.77887	-80.25815	3218
27.792966	-82.729281	3218
29.55313	-81.251246	3218
26.60404	-81.87179	3218
31.121514	-87.068772	3218
28.134568	-81.964268	3218
28.66488	-81.23674	3218
30.391045	-87.68335	3218
28.230192	-80.721443	3218
26.21155	-81.77163	3218
30.260321	-81.525201	3218
26.14577	-80.317334	3218
28.55345	-81.328727	8046
30.84122	-83.319331	8046
28.800289	-81.33105	8046
28.24464	-81.657136	8046
25.577284	-80.370726	8046
26.532956	-80.090496	8046
27.966358	-82.729531	8046
27.296539	-82.53062	8046
29.166829	-82.168	8046
28.017437	-82.737532	8046
29.620991	-82.379427	8046
30.186807	-81.733815	8046
30.388934	-86.425162	8046
30.47362	-87.21198	8046
28.342271	-81.421071	8046
27.639134	-80.454762	8046
26.162918	-80.115955	8046
25.692639	-80.303905	8046
25.970971	-80.143522	8046
26.238998	-80.254818	8046
25.774428	-80.140036	8046
27.464071	-82.575419	8046
28.017261	-82.618717	8046
26.04127	-80.16579	8046
27.790874	-82.726666	3218
26.211658	-81.772894	3218
28.551099	-81.577008	3218
28.52096	-81.587125	3218
26.261255	-80.099333	8046
27.8365	-82.681771	8046
31.26901	-85.446273	8046
30.841986	-83.318626	8046
27.338797	-82.452557	8046
27.013385	-82.144988	8046
27.957948	-82.50547	8046
26.40469	-81.807418	8046
27.94074	-82.324075	8046
25.774428	-80.140036	8046
28.551873	-81.516809	8046
27.929032	-82.327047	8046
26.602731	-81.871694	8046
26.162918	-80.115955	8046
30.388934	-86.425162	8046
27.790568	-82.728601	8046
28.35709	-80.68754	8046
28.09074	-81.97383	8046
26.53243	-80.088045	8046
28.597444	-81.301127	3218
28.178055	-82.740535	3218
27.959441	-81.623163	3218
28.30356	-82.70345	3218
26.261852	-80.099422	3218
26.57474	-80.053473	3218
29.197338	-81.055046	3218
27.964971	-82.505415	3218
28.02298	-82.45949	3218
30.389281	-86.481956	3218
26.21155	-81.77163	3218
30.306222	-87.68293	3218
28.55209	-81.484302	3218
26.703286	-80.078185	3218
25.846593	-80.3228	3218
30.785256	-86.559648	3218
30.31037	-81.75192	3218
26.93241	-82.237986	3218
28.756298	-81.35688	3218
28.465295	-81.275271	3218
28.256805	-81.48597	3218
29.198854	-82.084988	3218
28.02298	-82.45949	3218
29.179235	-81.080551	3218
30.518584	-86.477536	3218
25.957119	-80.146782	3218
27.871954	-82.705335	3218
25.76089	-80.39526	3218
26.616311	-81.795485	3218
29.8744	-81.32358	3218
28.174436	-82.353747	3218
30.606102	-87.898222	3218
26.353825	-80.20341	3218
26.208285	-80.223806	3218
25.45638	-80.47524	8046
25.786912	-80.368633	8046
25.68584	-80.397833	8046
27.335686	-82.449417	8046
25.692639	-80.303905	8046
26.370554	-80.2034	8046
30.666312	-87.849397	8046
28.07896	-80.649751	8046
29.124483	-82.101831	8046
28.232624	-81.640744	8046
25.58994	-80.35872	8046
26.261255	-80.099333	8046
27.261278	-82.513172	8046
30.476912	-81.6427	8046
28.06373	-82.576508	8046
26.007838	-80.300399	8046
26.240437	-80.254846	8046
26.58727	-81.87178	8046
25.733116	-80.320533	8046
26.36785	-80.11612	8046
28.24464	-81.657136	8046
27.244758	-80.272112	8046
28.064871	-82.582318	8046
28.922247	-81.924481	8046
28.342271	-81.421071	8046
28.09074	-81.97383	8046
28.551367	-81.204212	3218
26.145718	-80.32766	3218
25.440565	-80.47511	8046
27.639134	-80.454762	8046
25.577284	-80.370726	8046
26.839925	-80.092035	8046
27.464071	-82.575419	8046
28.800726	-81.331014	8046
27.791076	-82.73007	8046
29.19071	-81.07309	8046
28.52048	-81.586945	8046
28.66392	-81.37695	8046
26.23842	-80.247247	8046
27.966358	-82.729531	8046
28.063775	-82.576533	8046
28.04426	-81.73494	3218
27.83918	-82.68865	3218
27.337551	-82.500138	3218
25.685213	-80.422726	3218
25.9392	-80.29526	3218
30.168162	-85.662526	3218
27.791901	-82.336421	3218
30.431146	-84.225624	3218
30.480174	-87.217296	3218
26.669826	-81.936526	3218
28.367873	-81.407571	3218
26.591469	-80.205748	3218
26.293489	-80.201931	3218
28.551367	-81.204212	3218
29.109667	-81.026305	3218
26.353825	-80.20341	3218
28.56983	-81.419666	3218
29.880064	-81.32503	3218
27.90405	-81.841694	3218
27.960471	-82.7284	3218
28.078983	-81.963762	3218
30.189554	-85.653146	3218
26.165807	-80.16634	3218
26.682385	-82.0434	3218
28.646235	-81.266871	3218
25.9392	-80.29526	3218
25.114418	-80.42177	3218
26.272379	-81.768835	3218
28.221872	-82.734807	3218
28.002007	-81.924024	3218
25.84163	-80.30555	3218
28.066048	-82.570311	3218
28.017437	-82.737532	3218
29.880064	-81.32503	3218
28.264503	-82.188022	3218
25.648383	-80.413381	3218
26.345647	-81.806013	3218
28.09762	-80.66489	3218
28.027859	-82.366534	3218
31.198935	-82.325136	3218
28.915041	-81.293882	3218
31.183595	-81.470384	3218
26.219317	-81.772856	8046
27.639134	-80.454762	8046
28.66197	-81.40587	8046
30.476912	-81.6427	8046
30.189544	-85.642725	8046
30.66628	-87.848935	8046
30.388934	-86.425162	8046
27.01352	-82.144598	8046
27.231293	-82.495557	8046
28.443587	-81.402694	8046
26.23842	-80.247247	8046
26.120739	-80.25263	8046
30.476912	-81.6427	8046
28.09074	-81.97383	8046
25.691582	-80.305504	8046
28.520993	-81.584044	8046
28.66197	-81.40587	8046
28.443652	-81.402676	8046
25.789816	-80.371333	8046
25.686094	-80.3958	8046
25.78276	-80.379869	8046
25.970971	-80.143522	8046
30.841986	-83.318626	8046
26.408187	-81.809924	8046
27.639134	-80.454762	8046
27.462345	-82.571311	8046
26.007907	-80.293445	3218
28.07881	-80.696603	3218
28.35709	-80.68754	8046
26.145893	-80.312682	8046
26.66493	-80.202773	8046
29.124483	-82.101831	8046
26.23941	-80.25474	8046
28.450173	-81.401972	8046
25.733116	-80.320533	8046
28.55345	-81.328727	8046
28.08096	-80.65369	8046
28.241394	-82.353677	8046
26.211658	-81.772894	3218
28.552025	-81.476237	3218
27.894728	-82.786881	3218
28.756298	-81.35688	3218
28.895772	-82.584897	3218
31.212685	-81.491854	3218
30.603372	-87.123154	3218
27.944345	-82.35799	3218
26.934177	-80.124859	3218
27.84284	-82.794784	3218
29.18121	-82.206225	3218
26.145718	-80.32766	3218
28.096856	-82.50214	3218
27.889868	-82.506433	3218
28.101433	-81.97382	3218
28.822537	-81.78442	3218
27.338656	-82.45255	3218
28.658247	-81.236999	3218
26.759686	-80.105049	3218
28.832147	-82.327785	3218
27.959441	-81.623163	3218
30.102343	-81.720676	3218
27.03619	-82.21427	3218
26.680955	-80.203283	3218
30.51614	-86.466373	3218
30.20303	-81.61743	3218
30.100809	-83.585916	3218
27.531591	-82.501896	3218
30.677873	-88.126237	3218
26.571189	-80.066211	3218
28.448642	-81.401183	3218
31.254442	-85.407118	3218
27.496492	-82.562959	3218
30.184652	-85.647639	3218
26.144779	-80.239112	3218
30.903768	-84.550615	3218
27.335735	-82.480501	3218
28.02298	-82.45949	3218
28.802861	-81.33705	3218
27.89473	-82.788243	3218
28.822537	-81.78442	3218
28.553423	-81.342983	3218
30.602752	-87.071289	3218
28.45517	-81.477484	3218
28.68357	-81.33413	3218
27.338656	-82.45255	3218
30.202669	-85.649588	3218
26.722547	-80.086183	3218
30.409613	-86.659884	3218
27.279472	-80.435583	3218
26.301522	-80.093381	3218
26.500627	-80.060479	3218
28.304522	-81.443598	3218
29.622725	-82.377075	3218
25.78275	-80.379889	8046
26.535055	-80.090717	8046
26.007838	-80.300399	8046
28.06373	-82.576508	8046
28.556664	-81.206943	8046
25.436261	-80.47477	8046
29.164003	-82.16887	8046
25.78276	-80.379869	8046
28.92556	-82.579647	8046
25.774441	-80.140183	8046
26.61552	-81.79779	8046
28.017264	-82.618717	8046
28.801768	-81.341617	8046
28.557031	-81.204725	8046
26.269616	-80.206163	8046
29.163971	-82.16887	8046
30.457514	-88.89943	8046
25.866656	-80.317006	8046
26.21155	-81.77163	3218
27.987825	-82.72971	8046
30.18582	-81.55179	8046
28.800289	-81.33105	8046
29.193724	-81.065094	8046
25.45638	-80.47524	8046
